file,timestamp,NGPSLatitude,NGPSLongitude,NGear,nEngine,rThrottlePedal,pBrakeF,gLat,gLong,sLap,vCar,Lap,lat/lng,latlng
1269759785,18:03:02,-37.84,144.96375,5,16478,84,1,3,0,1437,225.7,19,"-37.84,144.96375",-37.84:144.96375
1269759786,18:03:03,-37.83931,144.96449,5,15980,100,1,1,0,1560,241.1,19,"-37.83931,144.96449",-37.83931:144.96449
1269759788,18:03:04,-37.83894,144.96532,6,16476,100,1,1,1,1640,254,19,"-37.83894,144.96532",-37.83894:144.96532
1269759789,18:03:06,-37.83852,144.96657,6,14449,5,67,-1,-4,1781,276.6,19,"-37.83852,144.96657",-37.83852:144.96657
1269759791,18:03:08,-37.83807,144.96768,3,12306,9,1,2,0,1871,133.5,19,"-37.83807,144.96768",-37.83807:144.96768
1269759793,18:03:09,-37.83811,144.96815,3,14655,79,1,1,1,1912,135.4,19,"-37.83811,144.96815",-37.83811:144.96815
1269759794,18:03:10,-37.83836,144.96864,3,17660,100,1,-1,1,1944,163.4,19,"-37.83836,144.96864",-37.83836:144.96864
1269759795,18:03:12,-37.83855,144.96931,4,17714,100,1,0,1,2025,203.2,19,"-37.83855,144.96931",-37.83855:144.96931
1269759796,18:03:12,-37.83859,144.96959,5,17196,100,1,2,1,2048,220.9,19,"-37.83859,144.96959",-37.83859:144.96959
1269759797,18:03:13,-37.83882,144.97041,5,16317,100,1,2,1,2148,244.2,19,"-37.83882,144.97041",-37.83882:144.97041
1269759798,18:03:14,-37.83913,144.9709,6,16406,100,1,2,0,2202,256.1,19,"-37.83913,144.9709",-37.83913:144.9709
1269759799,18:03:16,-37.8406,144.97168,6,16196,100,1,-1,0,2344,278,19,"-37.8406,144.97168",-37.8406:144.97168
1269759801,18:03:18,-37.84161,144.97192,4,13976,0,49,0,-2,2474,174.6,19,"-37.84161,144.97192",-37.84161:144.97192
1269759803,18:03:19,-37.84204,144.97198,2,12557,4,7,2,-1,2516,121.5,19,"-37.84204,144.97198",-37.84204:144.97198
1269759804,18:03:20,-37.84224,144.97188,2,13420,46,1,1,1,2551,104.5,19,"-37.84224,144.97188",-37.84224:144.97188
1269759805,18:03:22,-37.84274,144.97108,3,17851,96,1,-2,1,2625,167.3,19,"-37.84274,144.97108",-37.84274:144.97108
1269759807,18:03:23,-37.84308,144.97089,4,17423,100,1,-1,1,2686,199.1,19,"-37.84308,144.97089",-37.84308:144.97089
1269759808,18:03:24,-37.84372,144.97073,5,16762,100,1,0,0,2757,228.1,19,"-37.84372,144.97073",-37.84372:144.97073
1269759809,18:03:25,-37.8442,144.97064,6,16163,100,1,-1,0,2809,247.4,19,"-37.8442,144.97064",-37.8442:144.97064
1269759810,18:03:26,-37.84497,144.97064,6,17006,100,1,-1,0,2891,263.6,19,"-37.84497,144.97064",-37.84497:144.97064
1269759811,18:03:27,-37.8455,144.97075,6,17670,100,1,-3,0,2949,275.5,19,"-37.8455,144.97075",-37.8455:144.97075
1269759812,18:03:28,-37.84629,144.97113,7,16567,100,1,-2,0,3037,281.6,19,"-37.84629,144.97113",-37.84629:144.97113
1269759813,18:03:29,-37.84699,144.97176,7,16684,100,1,-1,0,3128,287.6,19,"-37.84699,144.97176",-37.84699:144.97176
1269759815,18:03:31,-37.84742,144.97226,7,16574,100,2,0,-1,3190,293.7,19,"-37.84742,144.97226",-37.84742:144.97226
1269759816,18:03:32,-37.84809,144.97356,5,14659,46,1,-3,0,3344,208.4,19,"-37.84809,144.97356",-37.84809:144.97356
1269759817,18:03:33,-37.84807,144.97408,5,15226,75,1,3,0,3388,208.2,19,"-37.84807,144.97408",-37.84807:144.97408
1269759818,18:03:34,-37.8481,144.97487,5,16087,91,1,3,0,3456,215.2,19,"-37.8481,144.97487",-37.8481:144.97487
1269759819,18:03:35,-37.84833,144.97534,5,16970,100,1,0,1,3503,228.7,19,"-37.84833,144.97534",-37.84833:144.97534
1269759820,18:03:37,-37.84915,144.9765,6,16780,100,1,1,0,3633,261,19,"-37.84915,144.9765",-37.84915:144.9765
1269759822,18:03:38,-37.84976,144.97717,6,17594,100,1,2,0,3718,273.9,19,"-37.84976,144.97717",-37.84976:144.97717
1269759823,18:03:39,-37.85023,144.97754,7,17602,100,1,1,0,3806,281.5,19,"-37.85023,144.97754",-37.85023:144.97754
1269759824,18:03:40,-37.85104,144.97794,7,16929,100,1,0,0,3897,289.6,19,"-37.85104,144.97794",-37.85104:144.97794
1269759825,18:03:41,-37.8516,144.97815,7,17020,100,1,0,0,3928,294.5,19,"-37.8516,144.97815",-37.8516:144.97815
1269759826,18:03:42,-37.85216,144.97836,7,14953,0,78,0,-3,4019,242.7,19,"-37.85216,144.97836",-37.85216:144.97836
1269759827,18:03:43,-37.85274,144.97855,3,12801,0,16,2,-1,4077,154.2,19,"-37.85274,144.97855",-37.85274:144.97855
1269759828,18:03:45,-37.85312,144.97844,3,12881,48,1,2,0,4119,124.7,19,"-37.85312,144.97844",-37.85312:144.97844
1269759829,18:03:45,-37.8533,144.9782,3,13109,86,1,1,1,4162,137.9,19,"-37.8533,144.9782",-37.8533:144.9782
1269759830,18:03:46,-37.85349,144.97765,4,15862,100,1,0,1,4197,180.6,19,"-37.85349,144.97765",-37.85349:144.97765
1269759831,18:03:47,-37.85362,144.97719,4,17579,100,1,0,1,4237,202,19,"-37.85362,144.97719",-37.85362:144.97719
1269759832,18:03:48,-37.85385,144.97643,4,15877,2,11,3,-1,4327,209.3,19,"-37.85385,144.97643",-37.85385:144.97643
1269759833,18:03:49,-37.85387,144.97594,4,15132,44,1,3,0,4367,186.7,19,"-37.85387,144.97594",-37.85387:144.97594
1269759834,18:03:51,-37.85361,144.97533,4,16438,95,1,2,1,4426,189.7,19,"-37.85361,144.97533",-37.85361:144.97533
1269759835,18:03:51,-37.85327,144.97505,4,15984,100,1,0,0,4469,209,19,"-37.85327,144.97505",-37.85327:144.97505
1269759836,18:03:52,-37.85266,144.97475,5,13495,0,61,-1,-2,4539,218.2,19,"-37.85266,144.97475",-37.85266:144.97475
1269759837,18:03:53,-37.85236,144.97453,3,12860,0,47,-1,-2,4575,149,19,"-37.85236,144.97453",-37.85236:144.97453
1269759838,18:03:54,-37.85213,144.97424,2,9141,0,1,-2,0,4619,89,19,"-37.85213,144.97424",-37.85213:144.97424
1269759839,18:03:55,-37.85212,144.97404,2,10141,30,1,-2,1,4636,77.2,19,"-37.85212,144.97404",-37.85212:144.97404
1269759840,18:03:56,-37.8522,144.97386,2,13443,60,1,0,1,4665,96.8,19,"-37.8522,144.97386",-37.8522:144.97386
1269759841,18:03:57,-37.85248,144.97363,3,14025,62,1,2,1,4691,129.4,19,"-37.85248,144.97363",-37.85248:144.97363
1269759842,18:03:58,-37.85276,144.97322,3,15193,52,1,2,0,4738,150.8,19,"-37.85276,144.97322",-37.85276:144.97322
1269759843,18:03:59,-37.85283,144.97284,3,16620,74,1,2,1,4771,161.2,19,"-37.85283,144.97284",-37.85283:144.97284
1269759844,18:04:00,-37.85275,144.97243,4,16279,96,1,2,1,4826,180,19,"-37.85275,144.97243",-37.85275:144.97243
1269759845,18:04:01,-37.85239,144.97185,4,15667,100,1,0,0,4868,209.3,19,"-37.85239,144.97185",-37.85239:144.97185
1269759847,18:04:03,-37.85155,144.97083,6,16259,100,1,0,0,5017,252.5,19,"-37.85155,144.97083",-37.85155:144.97083
1269759848,18:04:05,-37.85099,144.97014,6,17084,100,1,0,0,5100,267,19,"-37.85099,144.97014",-37.85099:144.97014
1269759849,18:04:06,-37.85021,144.96915,7,16588,100,1,0,0,17,285.3,20,"-37.85021,144.96915",-37.85021:144.96915
1269759851,18:04:07,-37.84959,144.96838,7,16650,100,1,0,1,109,290.9,20,"-37.84959,144.96838",-37.84959:144.96838
1269759852,18:04:08,-37.84918,144.96785,7,17030,100,1,0,0,171,293.9,20,"-37.84918,144.96785",-37.84918:144.96785
1269759853,18:04:10,-37.84819,144.96658,4,15803,1,44,1,-2,313,207.5,20,"-37.84819,144.96658",-37.84819:144.96658
1269759855,18:04:12,-37.84766,144.96609,3,13875,26,1,3,0,380,145.8,20,"-37.84766,144.96609",-37.84766:144.96609
1269759856,18:04:12,-37.84737,144.96609,3,15629,77,1,1,1,395,144.9,20,"-37.84737,144.96609",-37.84737:144.96609
1269759857,18:04:13,-37.84705,144.9662,4,16255,100,1,-3,1,465,182.8,20,"-37.84705,144.9662",-37.84705:144.9662
1269759858,18:04:14,-37.84667,144.9662,4,17777,100,1,-3,1,508,204.5,20,"-37.84667,144.9662",-37.84667:144.9662
1269759859,18:04:15,-37.84608,144.96587,5,16989,100,1,-1,1,578,229.7,20,"-37.84608,144.96587",-37.84608:144.96587
1269759860,18:04:16,-37.84575,144.96544,5,16606,100,1,0,0,629,241.6,20,"-37.84575,144.96544",-37.84575:144.96544
1269759861,18:04:17,-37.84523,144.96474,6,16813,100,1,1,0,710,260.4,20,"-37.84523,144.96474",-37.84523:144.96474
1269759862,18:04:18,-37.84465,144.96405,6,17446,100,1,0,0,767,270.4,20,"-37.84465,144.96405",-37.84465:144.96405
1269759863,18:04:19,-37.84422,144.96361,7,16410,100,1,1,0,855,283.2,20,"-37.84422,144.96361",-37.84422:144.96361
1269759864,18:04:20,-37.84376,144.96317,7,16715,100,1,0,0,945,288.8,20,"-37.84376,144.96317",-37.84376:144.96317
1269759865,18:04:21,-37.84304,144.9626,7,12674,0,77,1,-3,1002,228.9,20,"-37.84304,144.9626",-37.84304:144.9626
1269759866,18:04:22,-37.84271,144.96236,2,13642,0,40,1,-2,1042,149.7,20,"-37.84271,144.96236",-37.84271:144.96236
1269759867,18:04:23,-37.84228,144.9622,2,9537,0,2,2,0,1090,94.4,20,"-37.84228,144.9622",-37.84228:144.9622
1269759868,18:04:26,-37.84203,144.96263,2,14268,5,1,1,1,1137,213.6,20,"-37.84203,144.96263",-37.84203:144.96263
1269759870,18:04:26,-37.84202,144.96277,2,14799,98,1,-1,2,1161,127.2,20,"-37.84202,144.96277",-37.84202:144.96277
1269759871,18:04:27,-37.84192,144.96332,3,13850,14,1,-3,0,1209,152.5,20,"-37.84192,144.96332",-37.84192:144.96332
1269759872,18:04:28,-37.84172,144.96373,3,14532,52,1,-2,1,1255,142.7,20,"-37.84172,144.96373",-37.84172:144.96373
1269759873,18:04:29,-37.84127,144.96382,3,17743,100,1,-1,1,1305,164.8,20,"-37.84127,144.96382",-37.84127:144.96382
1269759874,18:04:30,-37.84109,144.96379,4,16944,100,1,1,1,1345,192.8,20,"-37.84109,144.96379",-37.84109:144.96379
1269759875,18:04:32,-37.83982,144.96376,5,16270,69,1,4,0,1461,227.1,20,"-37.83982,144.96376",-37.83982:144.96376
1269759877,18:04:33,-37.83948,144.96428,5,17464,100,1,1,0,1534,238,20,"-37.83948,144.96428",-37.83948:144.96428
1269759878,18:04:34,-37.83907,144.96506,6,16297,100,1,1,0,1613,251.8,20,"-37.83907,144.96506",-37.83907:144.96506
1269759879,18:04:35,-37.83874,144.96597,6,17341,100,1,-1,0,1697,267.3,20,"-37.83874,144.96597",-37.83874:144.96597
1269759881,18:04:37,-37.83829,144.96692,6,14154,0,57,0,-3,1807,223.2,20,"-37.83829,144.96692",-37.83829:144.96692
1269759882,18:04:38,-37.83805,144.96756,3,12540,4,3,3,0,1859,144.1,20,"-37.83805,144.96756",-37.83805:144.96756
1269759883,18:04:40,-37.83809,144.96806,3,14062,60,1,1,1,1901,131.7,20,"-37.83809,144.96806",-37.83809:144.96806
1269759884,18:04:40,-37.83825,144.96852,3,17155,100,1,-2,1,1931,155.8,20,"-37.83825,144.96852",-37.83825:144.96852
1269759885,18:04:41,-37.83843,144.96892,4,17429,100,1,-1,1,1986,185.1,20,"-37.83843,144.96892",-37.83843:144.96892
1269759886,18:04:42,-37.83855,144.96967,5,16437,100,1,2,1,2053,218.5,20,"-37.83855,144.96967",-37.83855:144.96967
1269759887,18:04:43,-37.83865,144.97023,5,17838,100,1,2,0,2128,241.3,20,"-37.83865,144.97023",-37.83865:144.97023
1269759888,18:04:46,-37.83974,144.97134,6,16708,100,1,2,0,2264,266.1,20,"-37.83974,144.97134",-37.83974:144.97134
1269759890,18:04:46,-37.84025,144.97166,6,17429,100,1,0,0,2322,274.6,20,"-37.84025,144.97166",-37.84025:144.97166
1269759891,18:04:48,-37.84154,144.97197,4,14227,4,48,1,-2,2458,193.6,20,"-37.84154,144.97197",-37.84154:144.97197
1269759893,18:04:49,-37.84185,144.97202,2,13130,4,17,2,-1,2506,136.3,20,"-37.84185,144.97202",-37.84185:144.97202
1269759894,18:04:51,-37.84221,144.97188,2,13411,40,1,2,1,2553,105.4,20,"-37.84221,144.97188",-37.84221:144.97188
1269759895,18:04:52,-37.84243,144.97163,2,15099,77,1,-3,0,2579,129.5,20,"-37.84243,144.97163",-37.84243:144.97163
1269759897,18:04:53,-37.84288,144.97098,4,16006,99,1,-2,1,2648,181.9,20,"-37.84288,144.97098",-37.84288:144.97098
1269759898,18:04:54,-37.84347,144.97079,5,16451,99,1,0,1,2736,220.2,20,"-37.84347,144.97079",-37.84347:144.97079
1269759899,18:04:55,-37.84393,144.97075,5,17740,100,1,-1,0,2786,239.3,20,"-37.84393,144.97075",-37.84393:144.97075
1269759900,18:04:57,-37.84467,144.97064,6,16806,100,1,-2,0,2867,259.1,20,"-37.84467,144.97064",-37.84467:144.97064
1269759901,18:04:57,-37.8452,144.97072,6,17238,100,1,-2,1,2923,268.4,20,"-37.8452,144.97072",-37.8452:144.97072
1269759902,18:04:58,-37.84599,144.97101,6,16444,100,1,-1,0,3010,280.3,20,"-37.84599,144.97101",-37.84599:144.97101
1269759903,18:04:59,-37.8465,144.97134,7,16562,100,1,-1,0,3070,285.9,20,"-37.8465,144.97134",-37.8465:144.97134
1269759904,18:05:01,-37.84718,144.97203,7,16894,100,1,0,0,3162,292,20,"-37.84718,144.97203",-37.84718:144.97203
1269759905,18:05:01,-37.84758,144.97258,7,15535,0,66,-1,-3,3224,294.8,20,"-37.84758,144.97258",-37.84758:144.97258
1269759906,18:05:02,-37.84802,144.97333,5,14860,21,1,-2,0,3301,218.3,20,"-37.84802,144.97333",-37.84802:144.97333
1269759907,18:05:03,-37.84809,144.97385,5,15118,85,1,0,1,3345,206.5,20,"-37.84809,144.97385",-37.84809:144.97385
1269759908,18:05:04,-37.84804,144.97466,5,15755,75,1,4,0,3435,214.5,20,"-37.84804,144.97466",-37.84804:144.97466
1269759909,18:05:05,-37.84817,144.97517,5,16818,100,1,1,0,3482,223.2,20,"-37.84817,144.97517",-37.84817:144.97517
1269759910,18:05:06,-37.84861,144.97586,5,15394,100,1,0,0,3557,241.4,20,"-37.84861,144.97586",-37.84861:144.97586
1269759911,18:05:07,-37.84895,144.97633,6,16664,100,1,1,0,3610,257.5,20,"-37.84895,144.97633",-37.84895:144.97633
1269759912,18:05:09,-37.85021,144.97743,6,15351,100,1,2,0,3782,278.7,20,"-37.85021,144.97743",-37.85021:144.97743
1269759914,18:05:10,-37.85074,144.97786,7,16703,100,1,1,0,3842,285.6,20,"-37.85074,144.97786",-37.85074:144.97786
1269759915,18:05:11,-37.85129,144.9781,7,16965,100,1,0,0,3934,292.3,20,"-37.85129,144.9781",-37.85129:144.9781
1269759916,18:05:13,-37.85257,144.97855,3,13117,0,18,2,-1,4081,163.9,20,"-37.85257,144.97855",-37.85257:144.97855
1269759918,18:05:15,-37.85301,144.97853,3,12320,22,1,2,0,4110,131.4,20,"-37.85301,144.97853",-37.85301:144.97853
1269759919,18:05:15,-37.8533,144.97823,3,12912,61,1,1,1,4151,130.9,20,"-37.8533,144.97823",-37.8533:144.97823
1269759920,18:05:16,-37.85341,144.97789,3,17590,100,1,1,1,4182,158.9,20,"-37.85341,144.97789",-37.85341:144.97789
1269759921,18:05:17,-37.8536,144.97725,4,17243,100,1,0,1,4240,196.4,20,"-37.8536,144.97725",-37.8536:144.97725
1269759922,18:05:18,-37.85376,144.97675,5,14168,0,40,2,-1,4285,221.5,20,"-37.85376,144.97675",-37.85376:144.97675
1269759923,18:05:20,-37.85386,144.97601,4,14886,28,1,3,0,4349,187.5,20,"-37.85386,144.97601",-37.85386:144.97601
1269759924,18:05:20,-37.85374,144.97559,4,15729,80,1,2,0,4407,183.4,20,"-37.85374,144.97559",-37.85374:144.97559
1269759925,18:05:21,-37.85329,144.97511,4,16268,100,1,1,-1,4448,205.1,20,"-37.85329,144.97511",-37.85329:144.97511
1269759926,18:05:22,-37.85289,144.9749,5,14801,46,23,-2,-3,4517,225.7,20,"-37.85289,144.9749",-37.85289:144.9749
1269759928,18:05:23,-37.85237,144.97458,3,13678,0,50,-1,-2,4559,159.9,20,"-37.85237,144.97458",-37.85237:144.97458
1269759929,18:05:25,-37.85209,144.97418,2,9649,19,1,-2,0,4628,80.3,20,"-37.85209,144.97418",-37.85209:144.97418
1269759930,18:05:27,-37.85244,144.97365,2,13778,85,1,2,1,4679,122.8,20,"-37.85244,144.97365",-37.85244:144.97365
1269759932,18:05:28,-37.85266,144.9734,3,14714,39,1,3,0,4724,148.1,20,"-37.85266,144.9734",-37.85266:144.9734
1269759933,18:05:29,-37.85281,144.97285,3,16194,72,1,2,1,4756,155.4,20,"-37.85281,144.97285",-37.85281:144.97285
1269759934,18:05:30,-37.85279,144.97266,3,16891,90,1,2,1,4808,169.3,20,"-37.85279,144.97266",-37.85279:144.97266
1269759935,18:05:31,-37.85254,144.97205,4,17548,100,1,0,0,4849,198.5,20,"-37.85254,144.97205",-37.85254:144.97205
1269759936,18:05:32,-37.85225,144.97166,5,16426,100,1,0,1,4917,220,20,"-37.85225,144.97166",-37.85225:144.97166
1269759937,18:05:33,-37.85174,144.97105,5,16124,100,1,0,1,4992,244.7,20,"-37.85174,144.97105",-37.85174:144.97105
1269759938,18:05:34,-37.85119,144.97038,6,16899,100,1,0,0,5047,260.8,20,"-37.85119,144.97038",-37.85119:144.97038
1269759939,18:05:35,-37.85061,144.96967,6,17613,100,1,0,0,5161,274.5,20,"-37.85061,144.96967",-37.85061:144.96967
1269759940,18:05:36,-37.85041,144.96941,7,16638,100,1,0,0,5220,281.5,20,"-37.85041,144.96941",-37.85041:144.96941
1269759941,18:05:37,-37.84981,144.96864,7,16832,100,1,0,0,81,289.2,21,"-37.84981,144.96864",-37.84981:144.96864
1269759942,18:05:38,-37.84918,144.96786,7,17043,100,1,-1,0,143,294.7,21,"-37.84918,144.96786",-37.84918:144.96786
1269759944,18:05:40,-37.84835,144.9668,7,13472,0,79,0,-3,268,277.8,21,"-37.84835,144.9668",-37.84835:144.9668
1269759945,18:05:41,-37.84791,144.96625,3,13859,7,1,2,-1,350,156.2,21,"-37.84791,144.96625",-37.84791:144.96625
1269759946,18:05:42,-37.84751,144.96605,3,14619,54,1,2,1,381,143,21,"-37.84751,144.96605",-37.84751:144.96605
1269759947,18:05:43,-37.84721,144.96613,3,15626,100,1,-3,1,448,170.7,21,"-37.84721,144.96613",-37.84721:144.96613
1269759948,18:05:44,-37.84667,144.9662,4,17103,100,1,-2,1,468,196.1,21,"-37.84667,144.9662",-37.84667:144.9662
1269759949,18:05:45,-37.84608,144.96587,5,16535,100,1,-2,0,557,221.9,21,"-37.84608,144.96587",-37.84608:144.96587
1269759950,18:05:46,-37.84575,144.96545,5,17649,100,1,0,0,607,237.7,21,"-37.84575,144.96545",-37.84575:144.96545
1269759951,18:05:47,-37.84542,144.965,6,16544,100,1,0,0,687,255.3,21,"-37.84542,144.965",-37.84542:144.965
1269759952,18:05:48,-37.84486,144.96429,6,17333,100,1,1,0,771,270.1,21,"-37.84486,144.96429",-37.84486:144.96429
1269759953,18:05:49,-37.84445,144.96384,7,16092,100,1,1,0,830,279.9,21,"-37.84445,144.96384",-37.84445:144.96384
1269759954,18:05:50,-37.84377,144.96318,7,16313,100,1,1,0,920,286.5,21,"-37.84377,144.96318",-37.84377:144.96318
1269759955,18:05:51,-37.84306,144.96262,7,15063,0,71,0,-3,980,266.1,21,"-37.84306,144.96262",-37.84306:144.96262
1269759956,18:05:54,-37.84237,144.96219,2,10108,0,10,2,-1,1082,105.4,21,"-37.84237,144.96219",-37.84237:144.96219
1269759958,18:05:55,-37.84208,144.96237,2,12812,52,1,1,1,1129,93.4,21,"-37.84208,144.96237",-37.84208:144.96237
1269759960,18:05:57,-37.84201,144.96312,3,14238,21,1,-2,0,1196,156,21,"-37.84201,144.96312",-37.84201:144.96312
1269759962,18:05:58,-37.84183,144.96362,3,13914,36,1,-2,0,1243,142.3,21,"-37.84183,144.96362",-37.84183:144.96362
1269759963,18:05:59,-37.84159,144.96379,3,15716,81,1,-2,1,1273,147.7,21,"-37.84159,144.96379",-37.84159:144.96379
1269759964,18:06:01,-37.84072,144.96371,4,16295,99,1,2,1,1369,207.7,21,"-37.84072,144.96371",-37.84072:144.96371
1269759966,18:06:03,-37.8395,144.96423,5,17142,100,1,1,0,1511,228.7,21,"-37.8395,144.96423",-37.8395:144.96423
1269759968,18:06:04,-37.83908,144.96498,6,17608,100,1,1,0,1588,248.2,21,"-37.83908,144.96498",-37.83908:144.96498
1269759969,18:06:05,-37.83896,144.9653,6,16740,100,1,0,0,1642,258.7,21,"-37.83896,144.9653",-37.83896:144.9653
1269759970,18:06:06,-37.83864,144.96623,6,17449,100,2,-2,0,1728,274,21,"-37.83864,144.96623",-37.83864:144.96623
1269759971,18:06:07,-37.83831,144.96686,6,13327,2,58,-1,-2,1784,243.5,21,"-37.83831,144.96686",-37.83831:144.96686
1269759972,18:06:09,-37.83805,144.96751,3,12428,0,13,2,0,1843,148.3,21,"-37.83805,144.96751",-37.83805:144.96751
1269759973,18:06:09,-37.83802,144.968,3,12303,25,1,2,0,1885,130,21,"-37.83802,144.968",-37.83802:144.968
1269759974,18:06:11,-37.83829,144.96863,3,15733,100,1,-2,1,1964,170.5,21,"-37.83829,144.96863",-37.83829:144.96863
1269759976,18:06:12,-37.8385,144.9693,4,16445,100,1,1,1,2026,207.1,21,"-37.8385,144.9693",-37.8385:144.9693
1269759977,18:06:13,-37.83865,144.96985,5,17261,100,1,2,1,2099,232.3,21,"-37.83865,144.96985",-37.83865:144.96985
1269759978,18:06:15,-37.83903,144.97066,6,16362,100,1,3,0,2178,252.6,21,"-37.83903,144.97066",-37.83903:144.97066
1269759980,18:06:16,-37.83967,144.97144,6,17206,100,1,2,0,2261,267.9,21,"-37.83967,144.97144",-37.83967:144.97144
1269759981,18:06:17,-37.84047,144.97169,7,16366,100,1,0,0,2378,280.2,21,"-37.84047,144.97169",-37.84047:144.97169
1269759982,18:06:18,-37.84128,144.97188,7,17795,0,54,0,-2,2456,230,21,"-37.84128,144.97188",-37.84128:144.97188
1269759983,18:06:19,-37.84183,144.97197,2,14561,0,40,1,-2,2490,157.4,21,"-37.84183,144.97197",-37.84183:144.97197
1269759984,18:06:21,-37.84217,144.97197,2,12011,0,1,2,0,2528,109.4,21,"-37.84217,144.97197",-37.84217:144.97197
1269759985,18:06:21,-37.84225,144.97182,2,14010,51,1,1,1,2550,103.8,21,"-37.84225,144.97182",-37.84225:144.97182
1269759986,18:06:22,-37.84243,144.97142,3,15453,82,1,-2,1,2590,139.8,21,"-37.84243,144.97142",-37.84243:144.97142
1269759987,18:06:23,-37.84264,144.97113,3,15841,97,1,-2,1,2623,171.5,21,"-37.84264,144.97113",-37.84264:144.97113
1269759988,18:06:24,-37.84295,144.97086,4,17859,100,1,0,1,2662,201.5,21,"-37.84295,144.97086",-37.84295:144.97086
1269759989,18:06:25,-37.84379,144.97075,5,17100,100,1,0,1,2729,228.8,21,"-37.84379,144.97075",-37.84379:144.97075
1269759990,18:06:26,-37.84428,144.97064,6,16266,100,1,-1,1,2832,249.5,21,"-37.84428,144.97064",-37.84428:144.97064
1269759991,18:06:27,-37.84505,144.97067,6,17001,100,1,-1,0,2887,263.6,21,"-37.84505,144.97067",-37.84505:144.97067
1269759992,18:06:29,-37.84636,144.97125,7,16485,100,1,-1,0,3062,284,21,"-37.84636,144.97125",-37.84636:144.97125
1269759994,18:06:30,-37.84684,144.97166,7,16752,100,1,-1,0,3123,289.2,21,"-37.84684,144.97166",-37.84684:144.97166
1269759995,18:06:31,-37.84747,144.97217,7,16346,100,2,0,-2,3216,293.1,21,"-37.84747,144.97217",-37.84747:144.97217
1269759996,18:06:32,-37.84784,144.97298,5,15596,0,31,-3,-1,3273,254.5,21,"-37.84784,144.97298",-37.84784:144.97298
1269759997,18:06:33,-37.84807,144.97374,5,14886,59,1,-3,0,3342,206.8,21,"-37.84807,144.97374",-37.84807:144.97374
1269759998,18:06:34,-37.84801,144.97426,5,14823,55,1,3,0,3386,212.2,21,"-37.84801,144.97426",-37.84801:144.97426
1269759999,18:06:35,-37.84803,144.97478,5,16092,99,1,2,0,3453,214,21,"-37.84803,144.97478",-37.84803:144.97478
1269760000,18:06:36,-37.84835,144.97549,5,17505,99,1,1,1,3525,232.8,21,"-37.84835,144.97549",-37.84835:144.97549
1269760001,18:06:38,-37.84883,144.97618,6,16424,100,1,0,0,3603,252.7,21,"-37.84883,144.97618",-37.84883:144.97618
1269760002,18:06:38,-37.84919,144.97665,6,17103,100,1,1,0,3658,266.1,21,"-37.84919,144.97665",-37.84919:144.97665
1269760003,18:06:39,-37.84982,144.97731,6,17740,100,1,2,0,3745,277.8,21,"-37.84982,144.97731",-37.84982:144.97731
1269760004,18:06:40,-37.85006,144.97749,7,16501,100,1,2,0,3805,283.4,21,"-37.85006,144.97749",-37.85006:144.97749
1269760005,18:06:42,-37.85114,144.97801,7,16972,100,1,0,0,3896,292.4,21,"-37.85114,144.97801",-37.85114:144.97801
1269760007,18:06:42,-37.8517,144.97823,7,16932,39,46,0,-4,3989,296.3,21,"-37.8517,144.97823",-37.8517:144.97823
1269760008,18:06:44,-37.85276,144.97856,3,12346,77,12,2,-1,4074,148,21,"-37.85276,144.97856",-37.85276:144.97856
1269760009,18:06:45,-37.85313,144.97839,3,12951,47,1,2,0,4130,124.9,21,"-37.85313,144.97839",-37.85313:144.97839
1269760010,18:06:47,-37.85347,144.97754,4,16113,100,1,0,1,4211,179.7,21,"-37.85347,144.97754",-37.85347:144.97754
1269760012,18:06:48,-37.85361,144.97731,4,16615,100,1,0,2,4253,205,21,"-37.85361,144.97731",-37.85361:144.97731
1269760013,18:06:49,-37.85384,144.97656,4,15311,0,17,2,-1,4321,213.7,21,"-37.85384,144.97656",-37.85384:144.97656
1269760014,18:06:50,-37.85384,144.97585,4,14936,49,1,3,0,4361,181.2,21,"-37.85384,144.97585",-37.85384:144.97585
1269760016,18:06:52,-37.85322,144.97502,5,15572,98,1,0,1,4483,208,21,"-37.85322,144.97502",-37.85322:144.97502
1269760017,18:06:53,-37.85262,144.9747,4,13120,0,42,0,-2,4529,200.6,21,"-37.85262,144.9747",-37.85262:144.9747
1269760018,18:06:54,-37.85234,144.97459,2,12360,0,39,-1,-1,4580,134.6,21,"-37.85234,144.97459",-37.85234:144.97459
1269760020,18:06:56,-37.85211,144.97433,2,8580,0,2,-2,0,4612,85.9,21,"-37.85211,144.97433",-37.85211:144.97433
1269760021,18:06:58,-37.85224,144.9738,2,14241,71,1,-1,1,4666,97,21,"-37.85224,144.9738",-37.85224:144.9738
1269760022,18:06:58,-37.85243,144.97363,2,14353,92,1,1,0,4693,129.3,21,"-37.85243,144.97363",-37.85243:144.97363
1269760023,18:07:00,-37.85281,144.97302,3,17094,77,1,2,1,4775,161.8,21,"-37.85281,144.97302",-37.85281:144.97302
1269760025,18:07:01,-37.85265,144.9724,4,16310,100,1,2,1,4812,182.9,21,"-37.85265,144.9724",-37.85265:144.9724
1269760026,18:07:02,-37.85239,144.9718,5,15991,100,1,0,1,4877,208,21,"-37.85239,144.9718",-37.85239:144.9718
